ano_compra,nome_instituicao,cnpj_instituicao,municipio_instituicao,uf,compra,insercao,codigo_br,descricao_catmat,unidade_fornecimento,generico,modalidade_compra,tipo_compra,unidade_fornecimento_capacidade,cnpj_fornecedor,fornecedor,cnpj_fabricante,fabricante,qtd_itens_comprados,preco_unitario,preco_total,pk,dt_criacao_registro
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267621,"CARBONATO DE LÍTIO, DOSAGEM:300 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,19570720000110,HIPOLABOR FARMACEUTICA LTDA,30000,0.2,6000.0,1397,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267773,"PERMETRINA, DOSAGEM:10 MG/ML, INDICAÇÃO:LOÇÃO",FRASCO,N,Pregão,ADMINISTRATIVA,FRASCO 60.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,65271900000119,NATIVITA INDUSTRIA E COMERCIO LTDA,6000,2.19,13140.0,1398,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,346586,"BECLOMETASONA DIPROPIONATO, CONCENTRAÇÃO:50 MCG/DOSE, FORMA FARMACEUTICA:AEROSSOL BUCAL, CARACTERÍSTICA ADICIONAL:FRASCO DOSEADOR C/ BOCAL AEROGADOR",FRASCO,N,Pregão,ADMINISTRATIVA,FRASCO 200.00 DOSES,29565364000109,C G FARMA DISTRIBUIDORA LTDA,44363661000157,GLENMARK FARMACEUTICA LTDA,80,26.17,2093.6,1399,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267566,"CARVEDILOL, DOSAGEM:3,125 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,45992062000165,GERMED FARMACEUTICA LTDA,20000,0.08,1600.0,1400,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267506,"ALBENDAZOL, DOSAGEM:400 MG",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,73856593000166,"PRATI, DONADUZZI & CIA LTDA",10000,0.49,4900.0,1401,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,448594,"PREDNISOLONA, COMPOSIÇÃO:FOSFATO SÓDICO, CONCENTRAÇÃO:1 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO ORAL",FRASCO,S,Pregão,ADMINISTRATIVA,FRASCO 100.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,73856593000166,"PRATI, DONADUZZI & CIA LTDA",1000,8.36,8360.0,1402,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,45992062000165,GERMED FARMACEUTICA LTDA,25000,0.09,2250.0,1403,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,270129,"LEVODOPA, COMPOSIÇÃO:ASSOCIADO À CARBIDOPA, DOSAGEM:200MG + 50MG",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,60659463000191,ACHE LABORATORIOS FARMACEUTICOS SA,6000,2.69,16140.0,1404,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,270992,"DICLOFENACO, APRESENTAÇÃO:SAL POTÁSSICO, DOSAGEM:50 MG",COMPRIMIDO,N,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,3485572000104,GEOLAB INDUSTRIA FARMACEUTICA S/A,12000,0.07,840.0,1405,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,448844,"CETOPROFENO, CONCENTRAÇAO:100 MG, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL",FRASCO-AMPOLA,N,Pregão,ADMINISTRATIVA,FRASCO-AMPOLA,29565364000109,C G FARMA DISTRIBUIDORA LTDA,60665981000118,UNIAO QUIMICA FARMACEUTICA NACIONAL S A,18000,0.13,2340.0,1406,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,276658,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:100 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,5443348000177,CENTERMEDICA PRODUTOS HOSPITALARES LTDA,2814497000107,CIMED INDUSTRIA S.A.,3000,0.77,2310.0,1407,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267208,"ESTRIOL, DOSAGEM:1 MG/G, APRESENTAÇÃO:CREME VAGINAL",BISNAGA,N,Pregão,ADMINISTRATIVA,BISNAGA 50.00 G,29565364000109,C G FARMA DISTRIBUIDORA LTDA,19570720000110,HIPOLABOR FARMACEUTICA LTDA,300,12.76,3828.0,1408,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267564,"CARVEDILOL, DOSAGEM:12,5 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,45992062000165,GERMED FARMACEUTICA LTDA,30000,0.09,2700.0,1409,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,268111,"HIDRALAZINA, DOSAGEM:25 MG",DRÁGEA,N,Pregão,ADMINISTRATIVA,DRÁGEA,29565364000109,C G FARMA DISTRIBUIDORA LTDA,56994502000130,NOVARTIS BIOCIENCIAS SA,4000,0.42,1680.0,1410,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267195,"DIAZEPAM, DOSAGEM:5 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,5161069000110,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,30000,0.04,1200.0,1411,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,445797,"BECLOMETASONA DIPROPIONATO, CONCENTRAÇÃO:200 MCG/DOSE, FORMA FARMACEUTICA:AEROSSOL ORAL, CARACTERÍSTICA ADICIONAL:FRASCO DOSEADOR C/ BOCAL AEROGADOR",FRASCO,N,Pregão,ADMINISTRATIVA,FRASCO 200.00 DOSES,29565364000109,C G FARMA DISTRIBUIDORA LTDA,44363661000157,GLENMARK FARMACEUTICA LTDA,60,27.9,1674.0,1412,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,271687,"ÁCIDO ASCÓRBICO, DOSAGEM:100 MG/ML, TIPO USO:INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 5.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,4099395000182,SANTISA LABORATORIO FARMACEUTICO S.A,1000,0.86,860.0,1413,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,46374500026231,SAO PAULO,SP,2025/02/17 00:00:00.000,2025/03/20 00:00:00.000,475967,"DARATUMUMABE, CONCENTRAÇÃO:120 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",FRASCO,S,Pregão,ADMINISTRATIVA,FRASCO 60.00 ML,9944371000104,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,60659463002992,ACHE LABORATORIOS FARMACEUTICOS SA,3000,0.34,1020.0,1414,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267625,"CEFALEXINA, DOSAGEM:500 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,30000,0.64,19200.0,1415,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,448845,"CETOPROFENO, CONCENTRAÇAO:50 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 2.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,60665981000118,UNIAO QUIMICA FARMACEUTICA NACIONAL S A,2400,1.32,3168.0,1416,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267195,"DIAZEPAM, DOSAGEM:5 MG",COMPRIMIDO,N,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,4099395000182,SANTISA LABORATORIO FARMACEUTICO S.A,30000,0.05,1500.0,1417,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,268129,"LEVOMEPROMAZINA, DOSAGEM:100 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,19570720000110,HIPOLABOR FARMACEUTICA LTDA,38000,0.73,27740.0,1418,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,270130,"LEVODOPA, COMPOSIÇÃO:ASSOCIADO À CARBIDOPA, DOSAGEM:250MG + 25MG",COMPRIMIDO,N,Pregão,ADMINISTRATIVA,COMPRIMIDO,41347974000123,ZAFRA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,1500,0.58,870.0,1419,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,46374500026231,SAO PAULO,SP,2025/02/17 00:00:00.000,2025/03/20 00:00:00.000,475967,"DARATUMUMABE, CONCENTRAÇÃO:120 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",FRASCO,N,Pregão,ADMINISTRATIVA,FRASCO 15.00 ML,60318797000100,ASTRAZENECA DO BRASIL LTDA.,51780468000187,JANSSEN-CILAG FARMACEUTICA LTDA,112,19183.67,2148571.04,1420,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,331555,"CEFALEXINA, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:PÓ P/ SUSPENSÃO ORAL",FRASCO,S,Pregão,ADMINISTRATIVA,FRASCO 60.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,700,7.01,4907.0,1421,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267518,"ATENOLOL, DOSAGEM:100 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,73856593000166,"PRATI, DONADUZZI & CIA LTDA",10000,0.15,1500.0,1422,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,271217,"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,23232280000169,ZUCK PAPEIS LTDA,61286647000116,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.,5000,1.74,8700.0,1423,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267311,"METOCLOPRAMIDA CLORIDRATO, DOSAGEM:4 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL",FRASCO,S,Pregão,ADMINISTRATIVA,FRASCO 10.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,18324343000177,BELFAR LTDA,400,1.64,656.0,1424,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,268534,"TRAMADOL CLORIDRATO, DOSAGEM:50 MG",CÁPSULA,S,Pregão,ADMINISTRATIVA,CÁPSULA,29565364000109,C G FARMA DISTRIBUIDORA LTDA,19570720000110,HIPOLABOR FARMACEUTICA LTDA,4000,0.16,640.0,1425,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,448841,"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:50 MG/ML + 12,5 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",FRASCO,S,Pregão,ADMINISTRATIVA,FRASCO 75.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,57507378000365,EMS S/A,200,15.21,3042.0,1426,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267617,"CARBAMAZEPINA, DOSAGEM:400 MG",COMPRIMIDO,N,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,44734671000151,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,14000,0.51,7140.0,1427,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,295853,"LEVONORGESTREL, CONCENTRAÇÃO:1,5 MG",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,60665981000118,UNIAO QUIMICA FARMACEUTICA NACIONAL S A,300,2.19,657.0,1428,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,270118,"CLONAZEPAM, DOSAGEM:0,5 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,3485572000104,GEOLAB INDUSTRIA FARMACEUTICA S/A,18000,0.06,1080.0,1429,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,270120,"CLONAZEPAM, DOSAGEM:2,5 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL- GOTAS",FRASCO,S,Pregão,ADMINISTRATIVA,FRASCO 20.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,19570720000110,HIPOLABOR FARMACEUTICA LTDA,1000,1.89,1890.0,1430,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267516,"ATENOLOL, DOSAGEM:25 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,32910616000196,BS DISTRIBUIDORA HOSPITALAR LTDA,73856593000166,"PRATI, DONADUZZI & CIA LTDA",30000,0.04,1200.0,1431,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,276656,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,49475833000106,BIOLAB SANUS FARMACEUTICA LTDA,4000,0.4,1600.0,1432,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,442703,"CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:500 MG, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL",FRASCO-AMPOLA,S,Pregão,ADMINISTRATIVA,FRASCO-AMPOLA,29565364000109,C G FARMA DISTRIBUIDORA LTDA,49324221000104,FRESENIUS KABI BRASIL LTDA.,500,5.08,2540.0,1433,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,270119,"CLONAZEPAM, DOSAGEM:2 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,3485572000104,GEOLAB INDUSTRIA FARMACEUTICA S/A,100000,0.04,4000.0,1434,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,284465,"ALPRAZOLAM, DOSAGEM:2 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,45992062000165,GERMED FARMACEUTICA LTDA,20000,0.11,2200.0,1435,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,270846,"ESTRADIOL, APRESENTAÇÃO:VALERATO ASSOCIADO COM NORETISTERONA ENANTATO, DOSAGEM:5MG + 50MG/1ML, USO:INJETÁVEL",AMPOLA,S,Pregão,ADMINISTRATIVA,AMPOLA 1.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,61190096000192,EUROFARMA LABORATORIOS S.A.,500,10.2,5100.0,1436,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,271774,"BROMAZEPAM, DOSAGEM:6 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,8000,0.15,1200.0,1437,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267162,"CLORETO DE POTÁSSIO, DOSAGEM:19,1%, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 10.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,4459117000199,SAMTEC BIOTECNOLOGIA LTDA,400,0.59,236.0,1438,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267508,"ALOPURINOL, DOSAGEM:100 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,73856593000166,"PRATI, DONADUZZI & CIA LTDA",3000,0.17,510.0,1439,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,46374500026231,SAO PAULO,SP,2025/02/17 00:00:00.000,2025/03/20 00:00:00.000,269388,"DEXAMETASONA, DOSAGEM:4 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,8231734000193,FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,57507378000365,EMS S/A,3070,0.29,890.3,1440,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/02/17 00:00:00.000,2025/04/28 00:00:00.000,452496,"DABRAFENIBE, CONCENTRAÇÃO:75 MG",CÁPSULA,N,Registro de Preços,JUDICIAL,CÁPSULA,56994502002779,NOVARTIS BIOCIENCIAS SA,56994502000130,NOVARTIS BIOCIENCIAS SA,21600,233.04,5033664.0,1441,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,446264,"AMBROXOL, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:3 MG/ML, FORMA FARMACÊUTICA:XAROPE",FRASCO,S,Pregão,ADMINISTRATIVA,FRASCO 100.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,6628333000146,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,2000,2.59,5180.0,1442,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,272327,"OXIBUTININA CLORIDRATO, DOSAGEM:5 MG",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,43312503000105,SUPERA FARMA LABORATORIOS S.A.,3000,0.94,2820.0,1443,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,269388,"DEXAMETASONA, DOSAGEM:4 MG",COMPRIMIDO,N,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,2000,0.28,560.0,1444,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/02/17 00:00:00.000,2025/04/28 00:00:00.000,345001,"MIGLUSTATE, CONCENTRAÇÃO:100 MG",CÁPSULA,N,Registro de Preços,JUDICIAL,CÁPSULA,51780468000268,JANSSEN-CILAG FARMACEUTICA LTDA,51780468000187,JANSSEN-CILAG FARMACEUTICA LTDA,36000,223.33,8039880.0,1445,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,271710,"AMIODARONA, DOSAGEM:50MG/ML, INDICAÇÃO:INJETÁVEL",AMPOLA,S,Pregão,ADMINISTRATIVA,AMPOLA 3.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,49324221000104,FRESENIUS KABI BRASIL LTDA.,800,2.66,2128.0,1446,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,392111,"PREGABALINA, CONCENTRAÇÃO:150 MG",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,61190096000869,EUROFARMA LABORATORIOS S.A.,80000,0.38,30400.0,1447,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267151,"CETOCONAZOL, DOSAGEM:200 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,2501297000102,PHARLAB INDUSTRIA FARMACEUTICA S.A,12000,0.27,3240.0,1448,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,271003,"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:25MG/ML, USO:SOLUÇÃO INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 3.00 ML,29565364000109,C G FARMA DISTRIBUIDORA LTDA,6628333000146,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,3000,0.98,2940.0,1449,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,267510,"AMIODARONA, DOSAGEM:200 MG",COMPRIMIDO,S,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,3485572000104,GEOLAB INDUSTRIA FARMACEUTICA S/A,6000,0.44,2640.0,1450,2025/07/29 13:20:05.738
2025,FUNDO MUNICIPAL DE SAUDE,11278364000154,MACAMBIRA,SE,2025/02/17 00:00:00.000,2025/04/01 00:00:00.000,272839,"RISPERIDONA, DOSAGEM:1 MG",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,29565364000109,C G FARMA DISTRIBUIDORA LTDA,73856593000166,"PRATI, DONADUZZI & CIA LTDA",20000,0.1,2000.0,1451,2025/07/29 13:20:05.738
